customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-07866,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.89,73.89,No
CUST-07867,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,81.83,1814.14,No
CUST-07868,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.98,1039.74,No
CUST-07869,Male,0,No,No,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,33.13,1116.68,No
CUST-07870,Female,1,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,88.87,2392.22,Yes
CUST-07871,Female,1,No,Yes,36,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,25.19,875.32,No
CUST-07872,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.36,2622.51,Yes
CUST-07873,Female,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),59.39,602.8,No
CUST-07874,Male,0,No,Yes,11,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),37.65,386.11,Yes
CUST-07875,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,91.44,1651.38,Yes
CUST-07876,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),55.18,655.59,Yes
CUST-07877,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.27,2712.01,No
CUST-07878,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.6,2996.03,No
CUST-07879,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,101.7,993.61,No
CUST-07880,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),35.0,2013.86,No
CUST-07881,Male,1,No,No,23,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,57.81,1246.24,No
CUST-07882,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.16,171.82,Yes
CUST-07883,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.86,235.35,No
CUST-07884,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),72.11,1840.77,No
CUST-07885,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.94,1170.26,No
CUST-07886,Female,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,34.69,1909.11,No
CUST-07887,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,33.41,913.77,Yes
CUST-07888,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),84.37,5176.46,No
CUST-07889,Male,0,Yes,No,5,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,102.11,551.48,Yes
CUST-07890,Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,117.47,4240.65,No
CUST-07891,Male,0,Yes,No,58,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,46.78,2593.32,No
CUST-07892,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.1,1560.84,No
CUST-07893,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),91.97,515.61,Yes
CUST-07894,Male,0,No,No,23,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,21.02,506.32,Yes
CUST-07895,Female,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,47.6,3141.2,No
CUST-07896,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,63.07,2063.19,No
CUST-07897,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.4,1794.79,No
CUST-07898,Female,1,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,109.22,4545.04,Yes
CUST-07899,Male,1,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),111.19,209.95,Yes
CUST-07900,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.67,1270.71,No
CUST-07901,Male,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),58.36,251.02,Yes
CUST-07902,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,96.33,1340.72,Yes
CUST-07903,Male,1,Yes,No,51,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),34.15,1775.94,No
CUST-07904,Female,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.79,1027.29,Yes
CUST-07905,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),93.05,7186.19,No
CUST-07906,Male,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),71.17,540.23,No
CUST-07907,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.68,691.2,No
CUST-07908,Male,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.67,5669.64,No
CUST-07909,Female,1,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),60.15,559.17,No
CUST-07910,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),80.22,613.07,No
CUST-07911,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,117.15,2457.54,Yes
CUST-07912,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),113.54,2078.33,Yes
CUST-07913,Female,0,No,No,70,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),29.24,2215.34,No
CUST-07914,Male,0,No,No,23,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.46,1965.55,No
CUST-07915,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.56,5404.7,Yes
CUST-07916,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,102.02,5854.95,No
CUST-07917,Female,0,No,No,7,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,109.86,710.86,Yes
CUST-07918,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,97.28,3973.82,Yes
CUST-07919,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,68.97,766.43,No
CUST-07920,Female,0,No,No,5,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.88,330.85,Yes
CUST-07921,Male,1,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,95.61,4908.59,No
CUST-07922,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,74.51,1041.49,Yes
CUST-07923,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),22.43,361.97,Yes
CUST-07924,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.95,588.39,No
CUST-07925,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,30.74,271.94,Yes
CUST-07926,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),29.61,674.92,No
CUST-07927,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.1,1251.55,No
CUST-07928,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,30.96,558.43,No
CUST-07929,Female,0,Yes,Yes,61,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.37,3847.4,Yes
CUST-07930,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,110.68,1728.14,No
CUST-07931,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.41,128.74,Yes
CUST-07932,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),68.32,588.34,No
CUST-07933,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,26.85,1160.07,No
CUST-07934,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,108.97,3423.82,No
CUST-07935,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.22,7077.68,Yes
CUST-07936,Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,63.68,2369.83,No
CUST-07937,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),70.84,582.26,Yes
CUST-07938,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,111.9,680.84,Yes
CUST-07939,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),60.88,1647.87,No
CUST-07940,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.5,1219.54,No
CUST-07941,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,77.73,514.06,Yes
CUST-07942,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,51.49,1508.91,Yes
CUST-07943,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.57,3051.35,Yes
CUST-07944,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),109.81,4331.36,Yes
CUST-07945,Male,0,No,No,37,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,85.43,3114.49,No
CUST-07946,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.29,4550.13,No
CUST-07947,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,90.02,486.26,Yes
CUST-07948,Male,1,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),81.21,751.52,No
CUST-07949,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),114.84,208.84,No
CUST-07950,Female,1,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),42.41,285.32,No
CUST-07951,Male,1,No,Yes,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.62,3603.12,Yes
CUST-07952,Male,1,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,86.2,776.89,No
CUST-07953,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,32.97,,Yes
CUST-07954,Male,0,Yes,No,39,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,43.1,1557.07,No
CUST-07955,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,49.08,1821.9,No
CUST-07956,Male,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.02,1551.81,No
CUST-07957,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,52.62,1314.45,No
CUST-07958,Female,1,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.77,445.55,Yes
CUST-07959,Female,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),55.65,3298.54,No
CUST-07960,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,36.74,39.71,Yes
CUST-07961,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,27.32,86.93,No
CUST-07962,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.26,1141.58,Yes
CUST-07963,Male,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),41.53,618.46,No
CUST-07964,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),32.28,663.29,No
CUST-07965,Male,0,No,No,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),31.42,2298.81,No
CUST-07966,Male,0,Yes,No,47,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.52,3989.85,No
CUST-07967,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.32,7387.29,No
CUST-07968,Female,1,No,No,17,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,22.08,358.65,Yes
CUST-07969,Male,0,No,Yes,11,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),68.9,689.14,No
CUST-07970,Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),34.63,1544.37,No
CUST-07971,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,30.94,1561.47,No
CUST-07972,Female,1,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.64,891.57,Yes
CUST-07973,Female,0,Yes,No,59,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),85.3,5122.61,No
CUST-07974,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,30.03,1954.68,No
CUST-07975,Female,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,76.0,1601.54,No
CUST-07976,Female,1,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.02,407.83,No
CUST-07977,Male,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.33,3189.7,No
CUST-07978,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.52,5008.1,Yes
CUST-07979,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.34,1249.26,Yes
CUST-07980,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,113.15,3725.93,Yes
CUST-07981,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),50.45,2157.28,Yes
CUST-07982,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.46,180.79,No
CUST-07983,Female,0,No,Yes,32,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,116.71,3967.95,No
CUST-07984,Female,1,No,No,14,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),35.82,463.17,No
CUST-07985,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,61.68,3206.03,No
CUST-07986,Male,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),61.85,2418.59,No
CUST-07987,Male,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),32.29,1743.5,No
CUST-07988,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,66.23,612.27,No
CUST-07989,Female,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),94.4,181.21,Yes
CUST-07990,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,58.77,3061.8,No
CUST-07991,Male,0,No,Yes,19,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,30.01,522.89,Yes
CUST-07992,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.17,616.94,Yes
CUST-07993,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,112.99,441.18,Yes
CUST-07994,Male,0,No,No,26,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),26.15,703.08,No
CUST-07995,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,45.35,347.68,No
CUST-07996,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,112.29,3673.82,No
CUST-07997,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.83,3174.72,Yes
CUST-07998,Female,1,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.69,1917.82,Yes
CUST-07999,Male,0,No,Yes,60,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,50.03,2931.25,Yes
CUST-08000,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),76.64,489.19,Yes
CUST-08001,Female,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,66.71,1653.4,No
CUST-08002,Male,1,No,No,7,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),76.63,522.41,Yes
CUST-08003,Female,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.69,2068.76,Yes
CUST-08004,Male,0,Yes,Yes,64,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.88,4367.5,Yes
CUST-08005,Male,0,Yes,Yes,19,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),27.08,465.82,Yes
CUST-08006,Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,61.94,893.02,Yes
CUST-08007,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.37,449.27,Yes
CUST-08008,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.52,2057.64,No
CUST-08009,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),72.76,2846.2,No
CUST-08010,Male,0,No,Yes,57,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,103.73,6035.19,No
CUST-08011,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),65.92,312.59,Yes
CUST-08012,Male,0,No,No,24,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.01,2074.16,No
CUST-08013,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,57.43,2087.26,No
CUST-08014,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.3,1119.6,No
CUST-08015,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),98.71,1856.76,No
CUST-08016,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,108.28,1547.83,No
CUST-08017,Female,0,No,No,61,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,49.42,3128.51,No
CUST-08018,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),117.36,386.74,Yes
CUST-08019,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),25.22,638.68,Yes
CUST-08020,Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.16,890.98,No
CUST-08021,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),87.24,652.74,No
CUST-08022,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),86.25,1733.11,No
CUST-08023,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),112.2,4829.17,Yes
CUST-08024,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,99.7,1666.33,No
CUST-08025,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.72,520.59,No
CUST-08026,Female,0,No,No,47,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,43.33,2091.23,Yes
CUST-08027,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,28.53,2186.19,Yes
CUST-08028,Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,46.23,2210.4,Yes
CUST-08029,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),69.75,3917.27,No
CUST-08030,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.78,2826.69,No
CUST-08031,Male,1,Yes,No,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.13,4542.03,No
CUST-08032,Female,1,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),109.97,8241.43,Yes
CUST-08033,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.78,1822.44,No
CUST-08034,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.93,4390.06,No
CUST-08035,Female,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.85,4700.59,No
CUST-08036,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.44,3254.41,No
CUST-08037,Female,0,No,No,39,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,72.86,2974.41,No
CUST-08038,Male,0,Yes,No,45,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.88,4459.1,Yes
CUST-08039,Male,0,No,Yes,10,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),102.51,1082.61,No
CUST-08040,Male,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,40.35,2262.2,Yes
CUST-08041,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),82.85,1648.46,Yes
